Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,checkpoint-eqdz,branch-m64g,branch-jfu9,branch-n4qm,branch-vz7v,randomiser-q5z8,branch-gyqg,branch-lrfh,checkpoint-pq3t,checkpoint-p1b9,branch-pusb,Manipulation: Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response,Attempt,Correct,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,vocabItem,ANSWER
22,1765669589657,13/12/2025 23:46:29,1765669589464,-6,13/12/2025 17:46:29,250842,10,task-ytla,,51389075,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1764x814,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,11,10,1,Screen 1,Zone1,response_text_entry,6920.899999976158,,something popular,,,,,,,,,vocabItems,Trend,
23,1765669589796,13/12/2025 23:46:29,1765669589466,-6,13/12/2025 17:46:29,250842,10,task-ytla,,51389075,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1764x814,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,11,10,1,Screen 1,advancementZone,continue_button,6920.899999976158,,,0,,,,,,,,vocabItems,Trend,
24,1765669595182,13/12/2025 23:46:35,1765669595003,-6,13/12/2025 17:46:35,250842,10,task-ytla,,51389075,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1764x814,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,12,11,1,Screen 1,Zone1,response_text_entry,5522.299999952316,,think about obsessively,,,,,,,,,vocabItems,Ruminate,
25,1765669595338,13/12/2025 23:46:35,1765669595004,-6,13/12/2025 17:46:35,250842,10,task-ytla,,51389075,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1764x814,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,12,11,1,Screen 1,advancementZone,continue_button,5522.299999952316,,,0,,,,,,,,vocabItems,Ruminate,
26,1765669599196,13/12/2025 23:46:39,1765669598998,-6,13/12/2025 17:46:38,250842,10,task-ytla,,51389075,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1764x814,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,13,12,1,Screen 1,Zone1,response_text_entry,3979.800000011921,,x,,,,,,,,,vocabItems,Extirpate,
27,1765669599342,13/12/2025 23:46:39,1765669599000,-6,13/12/2025 17:46:39,250842,10,task-ytla,,51389075,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1764x814,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,13,12,1,Screen 1,advancementZone,continue_button,3979.800000011921,,,0,,,,,,,,vocabItems,Extirpate,
28,1765669603460,13/12/2025 23:46:43,1765669603286,-6,13/12/2025 17:46:43,250842,10,task-ytla,,51389075,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1764x814,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,14,13,1,Screen 1,Zone1,response_text_entry,4275.699999988079,,mandatory,,,,,,,,,vocabItems,Perfunctory,
29,1765669603610,13/12/2025 23:46:43,1765669603288,-6,13/12/2025 17:46:43,250842,10,task-ytla,,51389075,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1764x814,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,14,13,1,Screen 1,advancementZone,continue_button,4275.699999988079,,,0,,,,,,,,vocabItems,Perfunctory,
30,1765669604740,13/12/2025 23:46:44,1765669604546,-6,13/12/2025 17:46:44,250842,10,task-ytla,,51389075,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1764x814,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,15,1,1,Screen 1,advancementZone,continue_button,1249.800000011921,,,0,,,,,,,,vocabFinish,,
31,1765669604878,13/12/2025 23:46:44,1765669604550,-6,13/12/2025 17:46:44,250842,10,task-ytla,,51389075,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1764x814,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,,,END TASK,,,,,101368,,,,,,,,,,,,,
1,1765680511151,14/12/2025 02:48:31,1765680510278,-5,13/12/2025 21:48:30,250842,10,task-ytla,,51389650,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,,,,,,,,,
2,1765680524974,14/12/2025 02:48:44,1765680524135,-5,13/12/2025 21:48:44,250842,10,task-ytla,,51389650,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,13837.200000000186,,,0,,,,,,,,vocabInstructions,,
3,1765680533459,14/12/2025 02:48:53,1765680532631,-5,13/12/2025 21:48:52,250842,10,task-ytla,,51389650,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_keyboard,8488.900000000373,,,0,,,,,,,,vocabInstructions,,
4,1765680537459,14/12/2025 02:48:57,1765680536623,-5,13/12/2025 21:48:56,250842,10,task-ytla,,51389650,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,response_text_entry,3983.2999999998137,, vorgul,1,,,,,,,,vocabItems,Car,
5,1765680541585,14/12/2025 02:49:01,1765680540766,-5,13/12/2025 21:49:00,250842,10,task-ytla,,51389650,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,response_text_entry,4134.5,,rayfah,1,,,,,,,,vocabItems,Bird,
6,1765680547450,14/12/2025 02:49:07,1765680546623,-5,13/12/2025 21:49:06,250842,10,task-ytla,,51389650,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,4,3,1,Screen 1,Zone1,response_text_entry,5849.199999999255,,morgu,1,,,,,,,,vocabItems,Pet,
7,1765680552586,14/12/2025 02:49:12,1765680551764,-5,13/12/2025 21:49:11,250842,10,task-ytla,,51389650,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,5,4,1,Screen 1,Zone1,response_text_entry,5133.600000000559,,desta,1,,,,,,,,vocabItems,Bell,
8,1765680554972,14/12/2025 02:49:14,1765680554161,-5,13/12/2025 21:49:14,250842,10,task-ytla,,51389650,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,6,5,1,Screen 1,Zone1,response_text_entry,2390,,,1,,,,,,,,vocabItems,Alligator,
9,1765680557737,14/12/2025 02:49:17,1765680556919,-5,13/12/2025 21:49:16,250842,10,task-ytla,,51389650,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,7,6,1,Screen 1,Zone1,response_text_entry,2749.9000000003725,,soli,1,,,,,,,,vocabItems,Summer,
10,1765680563116,14/12/2025 02:49:23,1765680562298,-5,13/12/2025 21:49:22,250842,10,task-ytla,,51389650,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,8,7,1,Screen 1,Zone1,response_text_entry,5367.299999999814,,,1,,,,,,,,vocabItems,Decade,
11,1765680567436,14/12/2025 02:49:27,1765680566603,-5,13/12/2025 21:49:26,250842,10,task-ytla,,51389650,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,9,8,1,Screen 1,Zone1,response_text_entry,4295.9000000003725,,vega,1,,,,,,,,vocabItems,Tradition,
12,1765680574404,14/12/2025 02:49:34,1765680573595,-5,13/12/2025 21:49:33,250842,10,task-ytla,,51389650,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,10,9,1,Screen 1,Zone1,response_text_entry,6985.299999999814,,change,1,,,,,,,,vocabItems,Improvise,
13,1765680589398,14/12/2025 02:49:49,1765680588578,-5,13/12/2025 21:49:48,250842,10,task-ytla,,51389650,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,11,10,1,Screen 1,Zone1,response_text_entry,14976.299999999814,,hype,1,,,,,,,,vocabItems,Trend,
14,1765680592934,14/12/2025 02:49:52,1765680592117,-5,13/12/2025 21:49:52,250842,10,task-ytla,,51389650,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,12,11,1,Screen 1,Zone1,response_text_entry,3531.2000000001863,,think,1,,,,,,,,vocabItems,Ruminate,
15,1765680596543,14/12/2025 02:49:56,1765680595724,-5,13/12/2025 21:49:55,250842,10,task-ytla,,51389650,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,13,12,1,Screen 1,Zone1,response_text_entry,3600.5999999996275,,release,1,,,,,,,,vocabItems,Extirpate,
16,1765680618306,14/12/2025 02:50:18,1765680617483,-5,13/12/2025 21:50:17,250842,10,task-ytla,,51389650,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,14,13,1,Screen 1,Zone1,response_text_entry,21753.5,,,1,,,,,,,,vocabItems,Perfunctory,
17,1765680623317,14/12/2025 02:50:23,1765680622502,-5,13/12/2025 21:50:22,250842,10,task-ytla,,51389650,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,15,1,1,Screen 1,advancementZone,continue_button,5015.399999999441,,,0,,,,,,,,vocabFinish,,
18,1765680623449,14/12/2025 02:50:23,1765680622515,-5,13/12/2025 21:50:22,250842,10,task-ytla,,51389650,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,,,END TASK,,,,,112237,,,,,,,,,,,,,
1,1765668961546,13/12/2025 23:36:01,1765668962158,-5,13/12/2025 18:36:02,250842,10,task-ytla,,51388948,60fda57e0916dfe2157c9b00,14743172,,complete,,693ca4739a4ba907fe586d16,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,2560x1440,2552x1320,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,,,,,,,,,
2,1765668970442,13/12/2025 23:36:10,1765668971093,-5,13/12/2025 18:36:11,250842,10,task-ytla,,51388948,60fda57e0916dfe2157c9b00,14743172,,complete,,693ca4739a4ba907fe586d16,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,2560x1440,2552x1320,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,8927.200000047684,,,0,,,,,,,,vocabInstructions,,
3,1765668980183,13/12/2025 23:36:20,1765668980855,-5,13/12/2025 18:36:20,250842,10,task-ytla,,51388948,60fda57e0916dfe2157c9b00,14743172,,complete,,693ca4739a4ba907fe586d16,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,2560x1440,2552x1320,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_keyboard,9759.099999964237,,,0,,,,,,,,vocabInstructions,,
4,1765668991637,13/12/2025 23:36:31,1765668992312,-5,13/12/2025 18:36:32,250842,10,task-ytla,,51388948,60fda57e0916dfe2157c9b00,14743172,,complete,,693ca4739a4ba907fe586d16,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,2560x1440,2552x1320,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,response_text_entry,11452.300000011921,, Thing that moves on four wheels and is powered by gas,1,,,,,,,,vocabItems,Car,
5,1765668995282,13/12/2025 23:36:35,1765668995962,-5,13/12/2025 18:36:35,250842,10,task-ytla,,51388948,60fda57e0916dfe2157c9b00,14743172,,complete,,693ca4739a4ba907fe586d16,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,2560x1440,2552x1320,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,response_text_entry,3645.900000035763,,animal that flies,1,,,,,,,,vocabItems,Bird,
6,1765669000442,13/12/2025 23:36:40,1765669001095,-5,13/12/2025 18:36:41,250842,10,task-ytla,,51388948,60fda57e0916dfe2157c9b00,14743172,,complete,,693ca4739a4ba907fe586d16,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,2560x1440,2552x1320,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,4,3,1,Screen 1,Zone1,response_text_entry,5129.800000011921,,animal you care for,1,,,,,,,,vocabItems,Pet,
7,1765669013336,13/12/2025 23:36:53,1765669014005,-5,13/12/2025 18:36:54,250842,10,task-ytla,,51388948,60fda57e0916dfe2157c9b00,14743172,,complete,,693ca4739a4ba907fe586d16,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,2560x1440,2552x1320,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,5,4,1,Screen 1,Zone1,response_text_entry,12906.5,,curved metal thing for making sound,1,,,,,,,,vocabItems,Bell,
8,1765669026952,13/12/2025 23:37:06,1765669027612,-5,13/12/2025 18:37:07,250842,10,task-ytla,,51388948,60fda57e0916dfe2157c9b00,14743172,,complete,,693ca4739a4ba907fe586d16,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,2560x1440,2552x1320,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,6,5,1,Screen 1,Zone1,response_text_entry,13603.300000011921,,reptile that has sharp teeth and is green,1,,,,,,,,vocabItems,Alligator,
9,1765669030977,13/12/2025 23:37:10,1765669031646,-5,13/12/2025 18:37:11,250842,10,task-ytla,,51388948,60fda57e0916dfe2157c9b00,14743172,,complete,,693ca4739a4ba907fe586d16,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,2560x1440,2552x1320,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,7,6,1,Screen 1,Zone1,response_text_entry,4030.300000011921,,hottest season,1,,,,,,,,vocabItems,Summer,
10,1765669034450,13/12/2025 23:37:14,1765669035136,-5,13/12/2025 18:37:15,250842,10,task-ytla,,51388948,60fda57e0916dfe2157c9b00,14743172,,complete,,693ca4739a4ba907fe586d16,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,2560x1440,2552x1320,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,8,7,1,Screen 1,Zone1,response_text_entry,3485.699999988079,,ten years,1,,,,,,,,vocabItems,Decade,
11,1765669051194,13/12/2025 23:37:31,1765669051870,-5,13/12/2025 18:37:31,250842,10,task-ytla,,51388948,60fda57e0916dfe2157c9b00,14743172,,complete,,693ca4739a4ba907fe586d16,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,2560x1440,2552x1320,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,9,8,1,Screen 1,Zone1,response_text_entry,16730.899999976158,,something one does consistently over the years,1,,,,,,,,vocabItems,Tradition,
12,1765669056365,13/12/2025 23:37:36,1765669057048,-5,13/12/2025 18:37:37,250842,10,task-ytla,,51388948,60fda57e0916dfe2157c9b00,14743172,,complete,,693ca4739a4ba907fe586d16,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,2560x1440,2552x1320,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,10,9,1,Screen 1,Zone1,response_text_entry,5174.300000011921,,make do with what you have,1,,,,,,,,vocabItems,Improvise,
13,1765669063665,13/12/2025 23:37:43,1765669064325,-5,13/12/2025 18:37:44,250842,10,task-ytla,,51388948,60fda57e0916dfe2157c9b00,14743172,,complete,,693ca4739a4ba907fe586d16,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,2560x1440,2552x1320,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,11,10,1,Screen 1,Zone1,response_text_entry,7273.899999976158,,popular choice of the moment,1,,,,,,,,vocabItems,Trend,
14,1765669067546,13/12/2025 23:37:47,1765669068207,-5,13/12/2025 18:37:48,250842,10,task-ytla,,51388948,60fda57e0916dfe2157c9b00,14743172,,complete,,693ca4739a4ba907fe586d16,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,2560x1440,2552x1320,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,12,11,1,Screen 1,Zone1,response_text_entry,3878.300000011921,,mull over,1,,,,,,,,vocabItems,Ruminate,
15,1765669071755,13/12/2025 23:37:51,1765669072436,-5,13/12/2025 18:37:52,250842,10,task-ytla,,51388948,60fda57e0916dfe2157c9b00,14743172,,complete,,693ca4739a4ba907fe586d16,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,2560x1440,2552x1320,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,13,12,1,Screen 1,Zone1,response_text_entry,4225.399999976158,,x,1,,,,,,,,vocabItems,Extirpate,
16,1765669074746,13/12/2025 23:37:54,1765669075404,-5,13/12/2025 18:37:55,250842,10,task-ytla,,51388948,60fda57e0916dfe2157c9b00,14743172,,complete,,693ca4739a4ba907fe586d16,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,2560x1440,2552x1320,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,14,13,1,Screen 1,Zone1,response_text_entry,2965.600000023842,,on time,1,,,,,,,,vocabItems,Perfunctory,
17,1765669076337,13/12/2025 23:37:56,1765669077007,-5,13/12/2025 18:37:57,250842,10,task-ytla,,51388948,60fda57e0916dfe2157c9b00,14743172,,complete,,693ca4739a4ba907fe586d16,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,2560x1440,2552x1320,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,15,1,1,Screen 1,advancementZone,continue_button,1600.699999988079,,,0,,,,,,,,vocabFinish,,
18,1765669076473,13/12/2025 23:37:56,1765669077010,-5,13/12/2025 18:37:57,250842,10,task-ytla,,51388948,60fda57e0916dfe2157c9b00,14743172,,complete,,693ca4739a4ba907fe586d16,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,2560x1440,2552x1320,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,,,END TASK,,,,,114852,,,,,,,,,,,,,
1,1765685337942,14/12/2025 04:08:57,1765685337719,-6,13/12/2025 22:08:57,250842,10,task-ytla,,51389729,6917346c854863a0b4e98872,14743176,,complete,,693ca528b55d6a5375917639,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1512x982,1512x827,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,,,,,,,,,
2,1765685343078,14/12/2025 04:09:03,1765685342537,-6,13/12/2025 22:09:02,250842,10,task-ytla,,51389729,6917346c854863a0b4e98872,14743176,,complete,,693ca528b55d6a5375917639,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1512x982,1512x827,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,4804.399999976158,,,0,,,,,,,,vocabInstructions,,
3,1765685350787,14/12/2025 04:09:10,1765685350277,-6,13/12/2025 22:09:10,250842,10,task-ytla,,51389729,6917346c854863a0b4e98872,14743176,,complete,,693ca528b55d6a5375917639,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1512x982,1512x827,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_keyboard,7733,,,0,,,,,,,,vocabInstructions,,
4,1765685370078,14/12/2025 04:09:30,1765685369926,-6,13/12/2025 22:09:29,250842,10,task-ytla,,51389729,6917346c854863a0b4e98872,14743176,,complete,,693ca528b55d6a5375917639,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1512x982,1512x827,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,response_text_entry,19641.299999952316,,Object that gets you to your destinations,1,,,,,,,,vocabItems,Car,
